ID,Link,Get link share
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/tham.quang.1/posts/1128677467312822
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/ngoc.ngothi.5/posts/1500336240101182
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/dokhanhlinh1993/posts/1138333283002983
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=2857535464271545&id=100000453579906
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/boconganhnga/posts/1652819604861848
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/le.huong.77377/posts/2065978903470257
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/voikoi.me/posts/2599754370097267
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/logach.tung.7/posts/1026845030848543
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/quynhchau1912/posts/2483812278514202
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/tam.phan.1029/posts/2607099006028991
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/tra.my.98229/posts/2398507810169435
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/tom.cu.923/posts/1238991336263896
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=2073845879400106&id=100003241428078
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/le.lien.3304/posts/2626569780693181
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/minhmeomeo1609/posts/2344941329073584
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=672278443227190&id=100013351200540
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/phuoc.nguyenthi/posts/2259576544110990
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/bin.bop.5/posts/1223464174483331
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/nhung.tran1983/posts/10211665563553606
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/baby.ngoc93/posts/2055432857906508
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/vui.tran.3781/posts/1206246879532305
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=2294034854209601&id=100008093269318
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/luong.tranhien.5/posts/1210205869146646
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/hoang.haianh/posts/2519986491346516
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/hanhntt.tamy/posts/1218439004985226
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/me.n.nam.9/posts/1619280818202345
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=1197111280448513&id=100004489571376
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/bui.huyen.90/posts/10210807745390178
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/lai.t.lien/posts/2081697535277213
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/groups/396395594480386/permalink/409602199826392/
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=3202887253070610&id=100000481011004
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=966104496920285&id=100005622312941
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=1323499127805576&id=100004365044002
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/me.n.nam.9/posts/1619280818202345?__xts__%5B0%5D=68.ARDzpkQ9ZAOK_er0ddS-wztdsJ1f3loMLMTBTzeYVYSZm9ifF9ACd1B0oILRuAdH43MNAtk30JDC8VLyblZGKuHql9IfkVON_FsBgzV6z7Xzp3MX9yOwPKGzNpAO6F9RsvoOojeZYXkavOKlpdF0wTYFd0E6KqtxZM1EaS0SWU_FfYGALterIAdd47FGXj4WEQJg_6wa7fKGQl_iK91vQFhv_Jpwj274WE0Fso6EJXA0n2eihI0p6xUOewgiAOZyBI3Kt4SZB-QwQwocIrkL6298dxrnQL1D2u4EO0CzRdygVPFXVFHqHtV8xJLlVNc&__tn__=H-R
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/mai.phong.790/posts/2372272973005034
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/diemxinhgai.15/posts/653472951732496
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/vu.minhphuong.5220/posts/2350432411855904
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=315603905821309&id=100021151068720
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=1140411659474032&id=100005156266918
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/hoai.linh.100046/posts/2382275602007760
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/thao.phuong.94214508/posts/2633589866655302
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/alisa.tuyen/posts/10210717609456916
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=2042749172694230&id=100008775009150
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/vu.lan.94651/posts/2576775125885284
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/me.n.nam.9/posts/1619280818202345?__xts__%5B0%5D=68.ARB6plUsw_vWFy1dWHQbThY6KQ-oRAJpN2KA5cyN53fuDhPzLqySpd1SomPkRHj3QckM817KMeNClLcTTAMws4ndEykpuGNh-Y-3kcgD85sMuNy1KrtY1lvbe92fQCpXe_JJr8wUYPvJtT9DSMT9HyK9VSyd6sdNy2jmJ-ExiDWP5OyNxyKAQdA3HsYkOw77wB92PIH6EpR_QHMAUgCuRoCZrL2oIClYyrXFr_MJofbryWqjgacRuYi_ocTI_k6aycHHZrNwOH6OFsOwf89edz1IzJBto5jBbpRVG23Vlnx7ABvheBNLktklg8K0OXCj&__tn__=H-R
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=995581847294465&id=100005279772324
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/co.len.735507/posts/423020658473541
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/UyenPhuong.Le/posts/10156223672946497
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/minhchiem.vu/posts/2220946211298088
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/permalink.php?story_fbid=448373559231856&id=100021776483037
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/nhan.le.90226/posts/2168824116567537
16,http://fb.com/100003613286310_1619280818202345,https://www.facebook.com/ngocminh.ql91/posts/2710000402360416
